X;Y;AVERAGE_GRADE
12.50000;2.50000;0.23969
13.50000;2.50000;0.23214
14.50000;2.50000;0.23319
15.50000;2.50000;0.23425
16.50000;2.50000;0.23565
17.50000;2.50000;0.23813
18.50000;2.50000;0.24285
19.50000;2.50000;0.25116
20.50000;2.50000;0.42768
21.50000;2.50000;0.48588
22.50000;2.50000;0.55436
23.50000;2.50000;0.62812
24.50000;2.50000;0.69694
25.50000;2.50000;0.80548
26.50000;2.50000;0.89691
27.50000;2.50000;0.98801
28.50000;2.50000;1.07653
29.50000;2.50000;1.16077
30.50000;2.50000;1.23735
31.50000;2.50000;1.29600
32.50000;2.50000;1.29490
33.50000;2.50000;1.18310
34.50000;2.50000;1.01276
35.50000;2.50000;0.86901
36.50000;2.50000;0.80471
37.50000;2.50000;0.78258
38.50000;2.50000;0.77299
39.50000;2.50000;0.76921
40.50000;2.50000;0.76950
41.50000;2.50000;0.77339
42.50000;2.50000;0.78296
1.50000;3.50000;2.71097
2.50000;3.50000;2.39136
3.50000;3.50000;2.09284
4.50000;3.50000;1.80618
5.50000;3.50000;1.52373
6.50000;3.50000;1.23915
7.50000;3.50000;0.94690
8.50000;3.50000;0.64117
9.50000;3.50000;0.35834
10.50000;3.50000;0.30441
11.50000;3.50000;0.28063
12.50000;3.50000;0.24571
13.50000;3.50000;0.23408
14.50000;3.50000;0.22649
15.50000;3.50000;0.23309
16.50000;3.50000;0.25035
17.50000;3.50000;0.25580
18.50000;3.50000;0.28001
19.50000;3.50000;0.31921
20.50000;3.50000;0.37156
21.50000;3.50000;0.44204
22.50000;3.50000;0.53683
23.50000;3.50000;0.62536
24.50000;3.50000;0.72078
25.50000;3.50000;0.79637
26.50000;3.50000;0.89798
27.50000;3.50000;1.03385
28.50000;3.50000;1.11585
29.50000;3.50000;1.23294
30.50000;3.50000;1.31549
31.50000;3.50000;1.39975
32.50000;3.50000;1.43664
33.50000;3.50000;1.24324
34.50000;3.50000;1.06198
35.50000;3.50000;0.92534
36.50000;3.50000;0.83351
37.50000;3.50000;0.91228
38.50000;3.50000;0.89542
39.50000;3.50000;0.88698
40.50000;3.50000;0.84761
41.50000;3.50000;0.88550
42.50000;3.50000;0.93944
43.50000;3.50000;1.15254
1.50000;4.50000;3.82091
2.50000;4.50000;3.44966
3.50000;4.50000;3.01101
4.50000;4.50000;2.51184
5.50000;4.50000;1.98511
6.50000;4.50000;1.46993
7.50000;4.50000;1.07782
8.50000;4.50000;0.77642
9.50000;4.50000;0.52123
10.50000;4.50000;0.42009
11.50000;4.50000;0.37083
12.50000;4.50000;0.33344
13.50000;4.50000;0.48804
14.50000;4.50000;0.43024
15.50000;4.50000;0.25932
16.50000;4.50000;0.24764
17.50000;4.50000;0.23841
18.50000;4.50000;0.24062
19.50000;4.50000;0.27227
20.50000;4.50000;0.32674
21.50000;4.50000;0.44109
22.50000;4.50000;0.54269
23.50000;4.50000;0.62652
24.50000;4.50000;0.69761
25.50000;4.50000;0.86723
26.50000;4.50000;0.98633
27.50000;4.50000;1.08254
28.50000;4.50000;1.17621
29.50000;4.50000;1.25816
30.50000;4.50000;1.33666
31.50000;4.50000;1.40045
32.50000;4.50000;1.41031
33.50000;4.50000;1.26441
34.50000;4.50000;1.10108
35.50000;4.50000;0.95642
36.50000;4.50000;0.71681
37.50000;4.50000;0.75319
38.50000;4.50000;0.79390
39.50000;4.50000;0.83912
40.50000;4.50000;0.88597
41.50000;4.50000;0.91611
42.50000;4.50000;1.06782
43.50000;4.50000;1.27780
44.50000;4.50000;1.56579
45.50000;4.50000;1.81185
1.50000;5.50000;4.92497
2.50000;5.50000;4.36675
3.50000;5.50000;3.75245
4.50000;5.50000;3.09055
5.50000;5.50000;2.41771
6.50000;5.50000;1.78207
7.50000;5.50000;1.23551
8.50000;5.50000;0.93412
9.50000;5.50000;0.69760
10.50000;5.50000;0.56459
11.50000;5.50000;0.48254
12.50000;5.50000;0.41613
13.50000;5.50000;0.40891
14.50000;5.50000;0.54655
15.50000;5.50000;0.28057
16.50000;5.50000;0.26892
17.50000;5.50000;0.25350
18.50000;5.50000;0.23390
19.50000;5.50000;0.22682
20.50000;5.50000;0.38887
21.50000;5.50000;0.52345
22.50000;5.50000;0.55743
23.50000;5.50000;0.63860
24.50000;5.50000;0.71007
25.50000;5.50000;0.89937
26.50000;5.50000;1.01976
27.50000;5.50000;1.12551
28.50000;5.50000;1.21317
29.50000;5.50000;1.28776
30.50000;5.50000;1.34634
31.50000;5.50000;1.36422
32.50000;5.50000;1.33651
33.50000;5.50000;1.22054
34.50000;5.50000;1.08663
35.50000;5.50000;0.95870
36.50000;5.50000;0.71205
37.50000;5.50000;0.76775
38.50000;5.50000;0.82482
39.50000;5.50000;0.88935
40.50000;5.50000;0.95745
41.50000;5.50000;1.02554
42.50000;5.50000;1.16605
43.50000;5.50000;1.37651
44.50000;5.50000;1.69946
45.50000;5.50000;1.93489
46.50000;5.50000;2.18529
47.50000;5.50000;2.39714
1.50000;6.50000;6.17385
2.50000;6.50000;5.45112
3.50000;6.50000;4.64871
4.50000;6.50000;3.79974
5.50000;6.50000;2.95624
6.50000;6.50000;2.17994
7.50000;6.50000;1.53285
8.50000;6.50000;1.10394
9.50000;6.50000;0.87042
10.50000;6.50000;0.72219
11.50000;6.50000;0.60823
12.50000;6.50000;0.50930
13.50000;6.50000;0.44954
14.50000;6.50000;0.34554
15.50000;6.50000;0.30992
16.50000;6.50000;0.29354
17.50000;6.50000;0.31841
18.50000;6.50000;0.32630
19.50000;6.50000;0.37959
20.50000;6.50000;0.47326
21.50000;6.50000;0.62370
22.50000;6.50000;0.66483
23.50000;6.50000;0.74317
24.50000;6.50000;0.80465
25.50000;6.50000;0.99962
26.50000;6.50000;1.15456
27.50000;6.50000;1.16847
28.50000;6.50000;1.25120
29.50000;6.50000;1.31833
30.50000;6.50000;1.33193
31.50000;6.50000;1.32389
32.50000;6.50000;1.26576
33.50000;6.50000;1.16435
34.50000;6.50000;1.04755
35.50000;6.50000;0.93377
36.50000;6.50000;0.95408
37.50000;6.50000;0.77906
38.50000;6.50000;0.85404
39.50000;6.50000;0.93974
40.50000;6.50000;1.03064
41.50000;6.50000;1.12034
42.50000;6.50000;1.20157
43.50000;6.50000;1.58383
44.50000;6.50000;1.79400
45.50000;6.50000;2.07492
46.50000;6.50000;2.51033
47.50000;6.50000;2.97594
1.50000;7.50000;8.19004
2.50000;7.50000;6.65226
3.50000;7.50000;5.65154
4.50000;7.50000;4.59306
5.50000;7.50000;3.55153
6.50000;7.50000;2.60794
7.50000;7.50000;1.58295
8.50000;7.50000;1.27649
9.50000;7.50000;1.04004
10.50000;7.50000;0.88482
11.50000;7.50000;0.73827
12.50000;7.50000;0.60482
13.50000;7.50000;0.51411
14.50000;7.50000;0.39162
15.50000;7.50000;0.33898
16.50000;7.50000;0.39913
17.50000;7.50000;0.48326
18.50000;7.50000;0.46601
19.50000;7.50000;0.54331
20.50000;7.50000;0.70716
21.50000;7.50000;0.73851
22.50000;7.50000;0.78480
23.50000;7.50000;0.84316
24.50000;7.50000;0.88651
25.50000;7.50000;1.05008
26.50000;7.50000;1.22677
27.50000;7.50000;1.20872
28.50000;7.50000;1.29027
29.50000;7.50000;1.33971
30.50000;7.50000;1.31478
31.50000;7.50000;1.26689
32.50000;7.50000;1.20144
33.50000;7.50000;1.10272
34.50000;7.50000;0.99443
35.50000;7.50000;0.89006
36.50000;7.50000;0.87986
37.50000;7.50000;0.78314
38.50000;7.50000;0.87711
39.50000;7.50000;0.98551
40.50000;7.50000;1.10107
41.50000;7.50000;1.21499
42.50000;7.50000;1.31585
43.50000;7.50000;1.66311
44.50000;7.50000;1.92424
45.50000;7.50000;2.43587
46.50000;7.50000;2.99265
47.50000;7.50000;3.53462
1.50000;8.50000;9.59470
2.50000;8.50000;7.93824
3.50000;8.50000;6.72060
4.50000;8.50000;5.42785
5.50000;8.50000;4.15803
6.50000;8.50000;2.03135
7.50000;8.50000;1.74383
8.50000;8.50000;1.45114
9.50000;8.50000;1.21977
10.50000;8.50000;1.04755
11.50000;8.50000;0.86704
12.50000;8.50000;0.69742
13.50000;8.50000;0.57086
14.50000;8.50000;0.42977
15.50000;8.50000;0.42960
16.50000;8.50000;0.56632
17.50000;8.50000;0.69607
18.50000;8.50000;0.61719
19.50000;8.50000;0.99990
20.50000;8.50000;0.94637
21.50000;8.50000;0.92117
22.50000;8.50000;0.93030
23.50000;8.50000;0.96483
24.50000;8.50000;0.98500
25.50000;8.50000;1.09522
26.50000;8.50000;1.08669
27.50000;8.50000;1.24217
28.50000;8.50000;1.33110
29.50000;8.50000;1.36704
30.50000;8.50000;1.28049
31.50000;8.50000;1.20921
32.50000;8.50000;1.14354
33.50000;8.50000;1.03810
34.50000;8.50000;0.93291
35.50000;8.50000;0.83334
36.50000;8.50000;0.80218
37.50000;8.50000;0.90865
38.50000;8.50000;0.89021
39.50000;8.50000;1.02219
40.50000;8.50000;1.16361
41.50000;8.50000;1.30495
42.50000;8.50000;1.67784
43.50000;8.50000;1.71983
44.50000;8.50000;2.18533
45.50000;8.50000;2.84560
46.50000;8.50000;3.54364
47.50000;8.50000;4.11103
1.50000;9.50000;10.96158
2.50000;9.50000;9.67378
3.50000;9.50000;7.81618
4.50000;9.50000;6.26875
5.50000;9.50000;2.62836
6.50000;9.50000;2.24571
7.50000;9.50000;1.92079
8.50000;9.50000;1.62777
9.50000;9.50000;1.38421
10.50000;9.50000;1.20393
11.50000;9.50000;0.99089
12.50000;9.50000;0.78676
13.50000;9.50000;0.61996
14.50000;9.50000;0.45556
15.50000;9.50000;0.57364
16.50000;9.50000;0.78451
17.50000;9.50000;0.95961
18.50000;9.50000;1.34068
19.50000;9.50000;1.27011
20.50000;9.50000;1.18598
21.50000;9.50000;1.12615
22.50000;9.50000;1.09155
23.50000;9.50000;1.10006
24.50000;9.50000;1.09353
25.50000;9.50000;1.13619
26.50000;9.50000;1.10909
27.50000;9.50000;1.25388
28.50000;9.50000;1.36021
29.50000;9.50000;1.29206
30.50000;9.50000;1.22915
31.50000;9.50000;1.15925
32.50000;9.50000;1.09021
33.50000;9.50000;0.97321
34.50000;9.50000;0.86766
35.50000;9.50000;0.76813
36.50000;9.50000;0.71914
37.50000;9.50000;0.83839
38.50000;9.50000;0.94584
39.50000;9.50000;1.04616
40.50000;9.50000;1.21122
41.50000;9.50000;1.37991
42.50000;9.50000;1.65582
43.50000;9.50000;1.76197
44.50000;9.50000;2.45510
45.50000;9.50000;3.30784
46.50000;9.50000;4.09873
47.50000;9.50000;4.72902
1.50000;10.50000;12.22600
2.50000;10.50000;10.51923
3.50000;10.50000;8.88355
4.50000;10.50000;3.32666
5.50000;10.50000;2.90002
6.50000;10.50000;2.46435
7.50000;10.50000;2.09524
8.50000;10.50000;1.79274
9.50000;10.50000;1.52649
10.50000;10.50000;1.34289
11.50000;10.50000;1.10628
12.50000;10.50000;0.87941
13.50000;10.50000;0.68642
14.50000;10.50000;0.48756
15.50000;10.50000;0.79911
16.50000;10.50000;1.06768
17.50000;10.50000;1.25348
18.50000;10.50000;1.63259
19.50000;10.50000;1.52422
20.50000;10.50000;1.42180
21.50000;10.50000;1.34120
22.50000;10.50000;1.23657
23.50000;10.50000;1.21968
24.50000;10.50000;1.19263
25.50000;10.50000;1.16127
26.50000;10.50000;1.15183
27.50000;10.50000;1.15399
28.50000;10.50000;1.16599
29.50000;10.50000;1.16085
30.50000;10.50000;1.16960
31.50000;10.50000;1.09267
32.50000;10.50000;0.89285
33.50000;10.50000;0.76645
34.50000;10.50000;0.70051
35.50000;10.50000;0.64416
36.50000;10.50000;0.63203
37.50000;10.50000;0.76107
38.50000;10.50000;0.90520
39.50000;10.50000;1.05668
40.50000;10.50000;1.23641
41.50000;10.50000;1.43556
42.50000;10.50000;1.62034
43.50000;10.50000;1.78100
44.50000;10.50000;2.84984
45.50000;10.50000;3.81286
46.50000;10.50000;4.67914
47.50000;10.50000;5.43303
1.50000;11.50000;13.20286
2.50000;11.50000;10.86378
3.50000;11.50000;4.07416
4.50000;11.50000;3.67319
5.50000;11.50000;3.21160
6.50000;11.50000;2.79588
7.50000;11.50000;2.28392
8.50000;11.50000;1.89005
9.50000;11.50000;1.88822
10.50000;11.50000;1.66688
11.50000;11.50000;1.49124
12.50000;11.50000;1.31953
13.50000;11.50000;1.16872
14.50000;11.50000;1.10667
15.50000;11.50000;1.16059
16.50000;11.50000;1.49735
17.50000;11.50000;1.63514
18.50000;11.50000;1.70434
19.50000;11.50000;1.66145
20.50000;11.50000;1.62726
21.50000;11.50000;1.49341
22.50000;11.50000;1.41653
23.50000;11.50000;1.33505
24.50000;11.50000;1.24049
25.50000;11.50000;1.16269
26.50000;11.50000;1.04392
27.50000;11.50000;1.00017
28.50000;11.50000;1.00400
29.50000;11.50000;0.98136
30.50000;11.50000;0.88479
31.50000;11.50000;0.82238
32.50000;11.50000;0.76297
33.50000;11.50000;0.68809
34.50000;11.50000;0.64178
35.50000;11.50000;0.59344
36.50000;11.50000;0.57128
37.50000;11.50000;0.71411
38.50000;11.50000;0.85719
39.50000;11.50000;1.01404
40.50000;11.50000;1.17680
41.50000;11.50000;1.32896
42.50000;11.50000;1.93394
43.50000;11.50000;2.53252
44.50000;11.50000;3.06227
45.50000;11.50000;4.17142
46.50000;11.50000;5.36892
47.50000;11.50000;6.50595
1.50000;12.50000;12.97542
2.50000;12.50000;9.87179
3.50000;12.50000;4.33842
4.50000;12.50000;3.99320
5.50000;12.50000;3.45553
6.50000;12.50000;2.86219
7.50000;12.50000;2.38408
8.50000;12.50000;1.86327
9.50000;12.50000;1.51605
10.50000;12.50000;1.91302
11.50000;12.50000;1.49091
12.50000;12.50000;1.45517
13.50000;12.50000;1.48641
14.50000;12.50000;1.59856
15.50000;12.50000;1.69346
16.50000;12.50000;2.02313
17.50000;12.50000;2.12699
18.50000;12.50000;2.08929
19.50000;12.50000;1.95634
20.50000;12.50000;1.81910
21.50000;12.50000;1.64931
22.50000;12.50000;1.46913
23.50000;12.50000;1.30728
24.50000;12.50000;1.16811
25.50000;12.50000;1.09645
26.50000;12.50000;0.98013
27.50000;12.50000;0.81922
28.50000;12.50000;0.81179
29.50000;12.50000;0.77299
30.50000;12.50000;0.72535
31.50000;12.50000;0.68022
32.50000;12.50000;0.63960
33.50000;12.50000;0.60262
34.50000;12.50000;0.56893
35.50000;12.50000;0.53964
36.50000;12.50000;0.52093
37.50000;12.50000;0.63217
38.50000;12.50000;0.77292
39.50000;12.50000;0.92428
40.50000;12.50000;1.07768
41.50000;12.50000;1.22598
42.50000;12.50000;1.35649
43.50000;12.50000;2.88676
44.50000;12.50000;3.24340
45.50000;12.50000;4.26001
46.50000;12.50000;5.54937
47.50000;12.50000;6.75014
48.50000;12.50000;8.02133
1.50000;13.50000;11.11727
2.50000;13.50000;8.22993
3.50000;13.50000;6.34593
4.50000;13.50000;4.88956
5.50000;13.50000;3.65861
6.50000;13.50000;2.97569
7.50000;13.50000;2.54559
8.50000;13.50000;1.86293
9.50000;13.50000;1.42501
10.50000;13.50000;1.16247
11.50000;13.50000;1.55621
12.50000;13.50000;1.63965
13.50000;13.50000;1.81686
14.50000;13.50000;2.08003
15.50000;13.50000;2.27607
16.50000;13.50000;2.48866
17.50000;13.50000;2.56281
18.50000;13.50000;2.35389
19.50000;13.50000;2.07990
20.50000;13.50000;1.83136
21.50000;13.50000;1.61481
22.50000;13.50000;1.38929
23.50000;13.50000;1.20492
24.50000;13.50000;1.06741
25.50000;13.50000;0.95552
26.50000;13.50000;0.86740
27.50000;13.50000;0.63990
28.50000;13.50000;0.62114
29.50000;13.50000;0.59037
30.50000;13.50000;0.56370
31.50000;13.50000;0.54637
32.50000;13.50000;0.53279
33.50000;13.50000;0.51959
34.50000;13.50000;0.50738
35.50000;13.50000;0.49916
36.50000;13.50000;0.49843
37.50000;13.50000;0.60136
38.50000;13.50000;0.72110
39.50000;13.50000;0.85006
40.50000;13.50000;0.97942
41.50000;13.50000;1.10141
42.50000;13.50000;1.20665
43.50000;13.50000;1.28456
44.50000;13.50000;2.67554
45.50000;13.50000;3.63193
46.50000;13.50000;4.79286
47.50000;13.50000;5.88251
48.50000;13.50000;6.93414
1.50000;14.50000;8.58864
2.50000;14.50000;6.16111
3.50000;14.50000;4.94336
4.50000;14.50000;4.25069
5.50000;14.50000;3.53975
6.50000;14.50000;3.01486
7.50000;14.50000;2.57690
8.50000;14.50000;1.81905
9.50000;14.50000;1.35481
10.50000;14.50000;1.01341
11.50000;14.50000;1.52934
12.50000;14.50000;1.70594
13.50000;14.50000;2.28538
14.50000;14.50000;2.57306
15.50000;14.50000;2.75044
16.50000;14.50000;2.67197
17.50000;14.50000;2.50839
18.50000;14.50000;2.32701
19.50000;14.50000;2.07000
20.50000;14.50000;1.80855
21.50000;14.50000;1.55383
22.50000;14.50000;1.29990
23.50000;14.50000;1.08901
24.50000;14.50000;0.92593
25.50000;14.50000;0.79572
26.50000;14.50000;0.70939
27.50000;14.50000;0.47321
28.50000;14.50000;0.44017
29.50000;14.50000;0.37856
30.50000;14.50000;0.42826
31.50000;14.50000;0.42963
32.50000;14.50000;0.43857
33.50000;14.50000;0.44268
34.50000;14.50000;0.45733
35.50000;14.50000;0.46358
36.50000;14.50000;0.49631
37.50000;14.50000;0.58427
38.50000;14.50000;0.70824
39.50000;14.50000;0.78574
40.50000;14.50000;0.89505
41.50000;14.50000;0.98448
42.50000;14.50000;1.06082
43.50000;14.50000;1.10652
44.50000;14.50000;2.26294
45.50000;14.50000;3.02169
46.50000;14.50000;3.96101
47.50000;14.50000;4.95773
48.50000;14.50000;5.56157
1.50000;15.50000;7.11242
2.50000;15.50000;5.44591
3.50000;15.50000;4.65142
4.50000;15.50000;4.09326
5.50000;15.50000;3.46770
6.50000;15.50000;2.74130
7.50000;15.50000;2.15802
8.50000;15.50000;1.29605
9.50000;15.50000;1.31103
10.50000;15.50000;1.40179
11.50000;15.50000;1.54902
12.50000;15.50000;1.79326
13.50000;15.50000;2.04966
14.50000;15.50000;2.31344
15.50000;15.50000;2.39442
16.50000;15.50000;2.47175
17.50000;15.50000;2.37604
18.50000;15.50000;2.00879
19.50000;15.50000;1.87785
20.50000;15.50000;1.62666
21.50000;15.50000;1.43585
22.50000;15.50000;1.06730
23.50000;15.50000;0.92728
24.50000;15.50000;0.78134
25.50000;15.50000;0.63422
26.50000;15.50000;0.56007
27.50000;15.50000;0.35348
28.50000;15.50000;0.29433
29.50000;15.50000;0.25708
30.50000;15.50000;0.32359
31.50000;15.50000;0.32181
32.50000;15.50000;0.34497
33.50000;15.50000;0.36834
34.50000;15.50000;0.39422
35.50000;15.50000;0.45770
36.50000;15.50000;0.48150
37.50000;15.50000;0.54844
38.50000;15.50000;0.60337
39.50000;15.50000;0.69432
40.50000;15.50000;0.78433
41.50000;15.50000;0.86690
42.50000;15.50000;0.93120
43.50000;15.50000;0.98123
44.50000;15.50000;1.76130
45.50000;15.50000;2.29051
46.50000;15.50000;2.98642
47.50000;15.50000;3.87505
48.50000;15.50000;4.45273
1.50000;16.50000;6.19556
2.50000;16.50000;5.00282
3.50000;16.50000;4.26765
4.50000;16.50000;3.81558
5.50000;16.50000;3.28894
6.50000;16.50000;2.51875
7.50000;16.50000;1.93108
8.50000;16.50000;1.02333
9.50000;16.50000;0.99523
10.50000;16.50000;1.06225
11.50000;16.50000;1.19562
12.50000;16.50000;1.48897
13.50000;16.50000;1.74028
14.50000;16.50000;1.92855
15.50000;16.50000;2.00709
16.50000;16.50000;2.14769
17.50000;16.50000;2.12221
18.50000;16.50000;1.78020
19.50000;16.50000;1.72565
20.50000;16.50000;1.66578
21.50000;16.50000;1.32715
22.50000;16.50000;0.91676
23.50000;16.50000;0.79586
24.50000;16.50000;0.64432
25.50000;16.50000;0.46402
26.50000;16.50000;0.33374
27.50000;16.50000;0.24612
28.50000;16.50000;0.25369
29.50000;16.50000;0.32945
30.50000;16.50000;0.37043
31.50000;16.50000;0.29404
32.50000;16.50000;0.32497
33.50000;16.50000;0.35351
34.50000;16.50000;0.43730
35.50000;16.50000;0.44089
36.50000;16.50000;0.56628
37.50000;16.50000;0.52715
38.50000;16.50000;0.61153
39.50000;16.50000;0.61351
40.50000;16.50000;0.68580
41.50000;16.50000;0.75194
42.50000;16.50000;0.81095
43.50000;16.50000;0.85645
44.50000;16.50000;1.31175
45.50000;16.50000;1.66325
46.50000;16.50000;2.10671
47.50000;16.50000;2.99926
48.50000;16.50000;3.65893
1.50000;17.50000;5.46552
2.50000;17.50000;4.52234
3.50000;17.50000;3.83799
4.50000;17.50000;3.46003
5.50000;17.50000;3.05038
6.50000;17.50000;2.54211
7.50000;17.50000;1.65834
8.50000;17.50000;0.81605
9.50000;17.50000;0.68339
10.50000;17.50000;0.68712
11.50000;17.50000;0.81757
12.50000;17.50000;1.17028
13.50000;17.50000;1.35571
14.50000;17.50000;1.54207
15.50000;17.50000;1.69789
16.50000;17.50000;1.81946
17.50000;17.50000;1.84238
18.50000;17.50000;1.56118
19.50000;17.50000;1.54125
20.50000;17.50000;1.54163
21.50000;17.50000;1.40919
22.50000;17.50000;0.83084
23.50000;17.50000;0.71503
24.50000;17.50000;0.58351
25.50000;17.50000;0.39799
26.50000;17.50000;0.21592
27.50000;17.50000;0.27559
28.50000;17.50000;0.35229
29.50000;17.50000;0.41357
30.50000;17.50000;0.45606
31.50000;17.50000;0.28478
32.50000;17.50000;0.31234
33.50000;17.50000;0.46784
34.50000;17.50000;0.45745
35.50000;17.50000;0.44492
36.50000;17.50000;0.60715
37.50000;17.50000;0.50092
